Date	Temperature
2016-05-27T19:52:08Z	35.41
2016-05-27T19:55:08Z	33.97
2016-05-27T19:58:08Z	33.48
2016-05-27T20:01:08Z	33.26
2016-05-27T20:04:08Z	33.15
2016-05-27T20:07:08Z	33.02
2016-05-27T20:10:05Z	32.97
2016-05-27T20:13:05Z	32.91
2016-05-27T20:16:05Z	32.95
2016-05-27T20:19:05Z	32.91
2016-05-27T20:22:05Z	32.75
2016-05-27T20:25:05Z	32.68
2016-05-27T20:28:05Z	32.71
2016-05-27T20:31:05Z	32.76
2016-05-27T20:34:05Z	32.82
2016-05-27T20:37:05Z	32.47
2016-05-27T20:40:05Z	32.13
2016-05-27T20:43:05Z	31.95
2016-05-27T20:46:05Z	31.87
2016-05-27T20:49:05Z	31.77
2016-05-27T20:52:05Z	31.81
2016-05-27T20:55:05Z	31.72
2016-05-27T20:58:05Z	32.03
2016-05-27T21:01:05Z	32.25
2016-05-27T21:04:05Z	32.4
2016-05-27T21:07:05Z	32.27
2016-05-27T21:10:03Z	32.15
2016-05-27T21:13:03Z	32.21
2016-05-27T21:16:03Z	32.62
2016-05-27T21:19:03Z	33.0
2016-05-27T21:22:15Z	33.22
2016-05-27T21:25:15Z	33.4
2016-05-27T21:28:15Z	33.54
2016-05-27T21:31:15Z	33.86
2016-05-27T21:34:15Z	33.97
2016-05-27T21:37:15Z	32.4
2016-05-27T21:40:15Z	31.83
2016-05-27T21:43:14Z	32.4
2016-05-27T21:46:14Z	32.8
2016-05-27T21:49:14Z	33.15
2016-05-27T21:52:14Z	33.37
2016-05-27T21:55:14Z	33.54
2016-05-27T21:58:14Z	33.69
2016-05-27T22:01:14Z	33.86
2016-05-27T22:04:14Z	33.97
2016-05-27T22:07:14Z	34.11
2016-05-27T22:10:12Z	34.2
2016-05-27T22:13:12Z	34.31
2016-05-27T22:16:12Z	34.43
2016-05-27T22:19:12Z	34.49
2016-05-27T22:22:12Z	34.57
2016-05-27T22:25:12Z	34.63
2016-05-27T22:28:12Z	34.67
2016-05-27T22:31:12Z	34.69
2016-05-27T22:34:12Z	34.75
2016-05-27T22:37:12Z	34.81
2016-05-27T22:40:13Z	33.97
2016-05-27T22:43:13Z	34.29
2016-05-27T22:46:13Z	34.69
2016-05-27T22:49:13Z	34.93
2016-05-27T22:52:13Z	34.97
2016-05-27T22:55:13Z	35.01
2016-05-27T22:58:13Z	35.13
2016-05-27T23:01:13Z	35.17
2016-05-27T23:04:13Z	34.77
2016-05-27T23:07:13Z	34.69
2016-05-27T23:10:11Z	34.75
2016-05-27T23:13:11Z	34.77
2016-05-27T23:16:11Z	34.77
2016-05-27T23:19:11Z	34.69
2016-05-27T23:22:15Z	34.63
2016-05-27T23:25:15Z	34.63
2016-05-27T23:28:15Z	34.69
2016-05-27T23:31:15Z	34.71
2016-05-27T23:34:15Z	34.71
2016-05-27T23:37:15Z	34.67
2016-05-27T23:40:15Z	34.69
2016-05-27T23:43:15Z	34.71
2016-05-27T23:46:15Z	34.75
2016-05-27T23:49:15Z	34.75
2016-05-27T23:52:15Z	33.9
2016-05-27T23:55:15Z	33.28
2016-05-27T23:58:15Z	33.22
2016-05-28T00:01:15Z	33.28
2016-05-28T00:04:15Z	33.46
2016-05-28T00:07:15Z	33.6
2016-05-28T00:10:13Z	33.77
2016-05-28T00:13:13Z	33.9
2016-05-28T00:16:13Z	34.0
2016-05-28T00:19:13Z	34.15
2016-05-28T00:22:13Z	34.26
2016-05-28T00:25:13Z	34.35
2016-05-28T00:28:13Z	34.43
2016-05-28T00:31:13Z	34.51
2016-05-28T00:34:13Z	34.57
2016-05-28T00:37:14Z	34.37
2016-05-28T00:40:16Z	34.06
2016-05-28T00:43:16Z	33.63
2016-05-28T00:46:16Z	33.4
2016-05-28T00:49:16Z	33.22
2016-05-28T00:52:16Z	33.11
2016-05-28T00:55:16Z	33.06
2016-05-28T00:58:16Z	32.95
2016-05-28T01:01:16Z	32.82
2016-05-28T01:04:16Z	32.75
2016-05-28T01:07:16Z	32.71
2016-05-28T01:10:14Z	32.62
2016-05-28T01:13:14Z	32.47
2016-05-28T01:16:14Z	32.4
2016-05-28T01:19:14Z	32.65
2016-05-28T01:22:14Z	33.08
2016-05-28T01:25:14Z	33.63
2016-05-28T01:28:14Z	33.91
2016-05-28T01:31:14Z	34.06
2016-05-28T01:34:16Z	34.17
2016-05-28T01:37:16Z	34.17
2016-05-28T01:40:16Z	34.23
2016-05-28T01:43:16Z	34.09
2016-05-28T01:46:16Z	33.95
2016-05-28T01:49:16Z	33.77
2016-05-28T01:52:16Z	33.6
2016-05-28T01:55:16Z	33.63
2016-05-28T01:58:16Z	33.83
2016-05-28T02:01:16Z	34.0
2016-05-28T02:04:16Z	34.17
2016-05-28T02:07:16Z	34.26
2016-05-28T02:10:06Z	34.37
2016-05-28T02:10:16Z	34.31
2016-05-28T02:13:06Z	34.43
2016-05-28T02:16:06Z	34.43
2016-05-28T02:19:06Z	34.46
2016-05-28T02:22:06Z	34.51
2016-05-28T02:25:06Z	34.61
2016-05-28T02:28:06Z	34.63
2016-05-28T02:31:06Z	34.63
2016-05-28T02:34:06Z	34.67
2016-05-28T02:37:06Z	34.67
2016-05-28T02:40:06Z	34.46
2016-05-28T02:46:15Z	34.35
2016-05-28T02:49:17Z	34.37
2016-05-28T02:52:17Z	34.75
2016-05-28T02:55:17Z	35.01
2016-05-28T02:58:17Z	35.07
2016-05-28T03:01:17Z	34.37
2016-05-28T03:04:17Z	34.2
2016-05-28T03:07:17Z	34.03
2016-05-28T03:10:17Z	33.97
2016-05-28T03:13:17Z	34.0
2016-05-28T03:16:17Z	34.03
2016-05-28T03:19:17Z	34.06
2016-05-28T03:22:17Z	34.11
2016-05-28T03:25:16Z	34.11
2016-05-28T03:28:17Z	33.97
2016-05-28T03:31:17Z	34.06
2016-05-28T03:34:17Z	34.15
2016-05-28T03:37:17Z	34.26
2016-05-28T03:40:17Z	34.49
2016-05-28T03:43:17Z	34.63
2016-05-28T03:46:18Z	34.69
2016-05-28T03:49:18Z	34.75
2016-05-28T03:52:18Z	34.77
2016-05-28T03:55:18Z	34.83
2016-05-28T03:58:18Z	34.69
2016-05-28T04:01:18Z	34.51
2016-05-28T04:04:18Z	34.43
2016-05-28T04:07:18Z	34.43
2016-05-28T04:10:18Z	34.43
2016-05-28T04:13:18Z	34.43
2016-05-28T04:16:17Z	34.49
2016-05-28T04:19:17Z	34.51
2016-05-28T04:22:17Z	34.83
2016-05-28T04:25:17Z	35.07
2016-05-28T04:28:17Z	35.21
2016-05-28T04:31:17Z	35.41
2016-05-28T04:34:17Z	35.43
2016-05-28T04:37:17Z	35.47
2016-05-28T04:40:17Z	35.53
2016-05-28T04:43:17Z	35.55
2016-05-28T04:46:17Z	35.6
2016-05-28T04:49:17Z	35.65
2016-05-28T04:52:17Z	35.65
2016-05-28T04:55:17Z	35.61
2016-05-28T04:58:17Z	35.65
2016-05-28T05:01:17Z	35.7
2016-05-28T05:04:17Z	35.7
2016-05-28T05:07:17Z	35.73
2016-05-28T05:10:17Z	35.85
2016-05-28T05:13:17Z	35.85
2016-05-28T05:16:17Z	36.01
2016-05-28T05:19:17Z	36.07
2016-05-28T05:22:18Z	36.04
2016-05-28T05:25:18Z	36.0
2016-05-28T05:28:18Z	36.01
2016-05-28T05:31:18Z	36.12
2016-05-28T05:34:19Z	36.12
2016-05-28T05:37:19Z	35.87
2016-05-28T05:40:18Z	35.07
2016-05-28T05:43:18Z	33.97
2016-05-28T05:46:18Z	33.02
2016-05-28T05:49:18Z	32.27
2016-05-28T05:52:18Z	31.7
2016-05-28T05:55:18Z	31.1
2016-05-28T05:58:18Z	30.65
2016-05-28T06:01:18Z	30.18
2016-05-28T06:04:18Z	29.77
2016-05-28T06:07:18Z	29.45
2016-05-28T06:10:18Z	29.1
2016-05-28T06:13:18Z	28.78
2016-05-28T06:16:18Z	28.49
2016-05-28T06:19:18Z	28.23
2016-05-28T06:22:18Z	27.96
2016-05-28T06:25:18Z	27.72
2016-05-28T06:28:18Z	27.5
2016-05-28T06:31:18Z	27.27
2016-05-28T06:34:18Z	27.07
2016-05-28T06:37:18Z	26.86
2016-05-28T06:40:18Z	26.65
2016-05-28T06:43:18Z	26.5
2016-05-28T06:46:18Z	26.32
2016-05-28T06:49:18Z	26.17
2016-05-28T06:52:18Z	26.02
2016-05-28T06:55:18Z	25.88
2016-05-28T06:58:18Z	25.72
2016-05-28T07:01:18Z	25.57
2016-05-28T07:04:18Z	25.46
2016-05-28T07:07:18Z	25.35
2016-05-28T07:10:18Z	25.2
2016-05-28T07:13:18Z	25.1
2016-05-28T07:16:18Z	24.97
2016-05-28T07:19:18Z	24.86
2016-05-28T07:22:18Z	24.76
2016-05-28T07:25:18Z	24.65
2016-05-28T07:28:18Z	24.55
2016-05-28T07:31:18Z	24.46
2016-05-28T07:34:18Z	24.4
2016-05-28T07:37:18Z	24.31
2016-05-28T07:40:18Z	24.21
2016-05-28T07:43:18Z	24.06
2016-05-28T07:46:18Z	23.91
2016-05-28T07:49:18Z	23.76
2016-05-28T07:52:18Z	23.66
2016-05-28T07:55:18Z	23.55
2016-05-28T07:58:18Z	23.49
2016-05-28T08:01:18Z	23.4
2016-05-28T08:04:18Z	23.3
2016-05-28T08:07:18Z	23.21
2016-05-28T08:10:18Z	23.17
2016-05-28T08:13:18Z	23.1
2016-05-28T08:16:18Z	23.02
2016-05-28T08:19:18Z	22.96
2016-05-28T08:22:18Z	22.93
2016-05-28T08:25:18Z	22.87
2016-05-28T08:28:18Z	22.81
2016-05-28T08:31:18Z	22.81
2016-05-28T08:34:18Z	22.75
2016-05-28T08:37:18Z	22.72
2016-05-28T08:40:18Z	22.68
2016-05-28T08:43:18Z	22.66
2016-05-28T08:46:18Z	22.62
2016-05-28T08:49:18Z	22.6
2016-05-28T08:52:18Z	22.6
2016-05-28T08:55:18Z	22.6
2016-05-28T08:58:18Z	22.6
2016-05-28T09:01:18Z	22.6
2016-05-28T09:04:18Z	22.57
2016-05-28T09:07:18Z	22.53
2016-05-28T09:10:18Z	22.53
2016-05-28T09:13:18Z	22.5
2016-05-28T09:16:18Z	22.5
2016-05-28T09:19:18Z	22.53
2016-05-28T09:22:18Z	22.53
2016-05-28T09:25:18Z	22.53
2016-05-28T09:28:18Z	22.5
2016-05-28T09:31:18Z	22.47
2016-05-28T09:34:18Z	22.47
2016-05-28T09:37:18Z	22.47
2016-05-28T09:40:18Z	22.45
2016-05-28T09:43:18Z	22.45
2016-05-28T09:46:18Z	22.45
2016-05-28T09:49:18Z	22.45
2016-05-28T09:52:18Z	22.4
2016-05-28T09:55:18Z	22.38
2016-05-28T09:58:18Z	22.35
2016-05-28T10:01:18Z	22.38
2016-05-28T10:04:18Z	22.35
2016-05-28T10:07:18Z	22.35
2016-05-28T10:10:19Z	22.31
2016-05-28T10:13:19Z	22.31
2016-05-28T10:16:19Z	22.31
2016-05-28T10:19:19Z	22.3
2016-05-28T10:22:19Z	22.3
2016-05-28T10:25:19Z	22.3
2016-05-28T10:28:19Z	22.25
2016-05-28T10:31:19Z	22.25
2016-05-28T10:34:19Z	22.25
2016-05-28T10:37:19Z	22.23
2016-05-28T10:40:19Z	22.19
2016-05-28T10:43:19Z	22.19
2016-05-28T10:46:19Z	22.23
2016-05-28T10:49:19Z	22.16
2016-05-28T10:52:19Z	22.16
2016-05-28T10:55:19Z	22.12
2016-05-28T10:58:19Z	22.12
2016-05-28T11:01:19Z	22.12
2016-05-28T11:04:19Z	22.1
2016-05-28T11:07:19Z	22.1
2016-05-28T11:08:20Z	22.07
2016-05-28T11:11:20Z	22.07
2016-05-28T11:14:20Z	22.07
2016-05-28T11:17:20Z	22.07
2016-05-28T11:20:20Z	22.04
2016-05-28T11:23:20Z	22.04
2016-05-28T11:26:20Z	22.01
2016-05-28T11:29:20Z	22.04
2016-05-28T11:32:20Z	21.97
2016-05-28T11:35:20Z	22.01
2016-05-28T11:38:20Z	21.97
2016-05-28T11:41:20Z	21.95
2016-05-28T11:44:20Z	21.97
2016-05-28T11:47:20Z	21.91
2016-05-28T11:50:20Z	21.95
2016-05-28T11:53:20Z	21.95
2016-05-28T11:56:20Z	21.95
2016-05-28T11:59:20Z	21.95
2016-05-28T12:02:20Z	21.91
2016-05-28T12:05:20Z	21.91
2016-05-28T12:08:21Z	21.91
2016-05-28T12:11:21Z	21.91
2016-05-28T12:14:21Z	21.91
2016-05-28T12:17:21Z	21.88
2016-05-28T12:20:21Z	21.85
2016-05-28T12:23:21Z	21.88
2016-05-28T12:26:21Z	21.85
2016-05-28T12:29:21Z	21.85
2016-05-28T12:32:21Z	21.85
2016-05-28T12:35:21Z	21.82
2016-05-28T12:38:21Z	21.85
2016-05-28T12:41:21Z	21.85
2016-05-28T12:44:21Z	21.85
2016-05-28T12:47:21Z	21.82
2016-05-28T12:50:21Z	21.82
2016-05-28T12:53:21Z	21.85
2016-05-28T12:56:21Z	21.85
2016-05-28T12:59:21Z	21.85
2016-05-28T13:02:21Z	21.85
2016-05-28T13:05:21Z	21.85
2016-05-28T13:08:22Z	21.85
2016-05-28T13:11:22Z	21.85
2016-05-28T13:14:22Z	21.85
2016-05-28T13:17:22Z	21.85
2016-05-28T13:20:22Z	21.82
2016-05-28T13:23:22Z	21.85
2016-05-28T13:26:22Z	21.82
2016-05-28T13:29:22Z	21.85
2016-05-28T13:32:22Z	21.85
2016-05-28T13:35:22Z	21.82
2016-05-28T13:38:22Z	21.85
2016-05-28T13:41:22Z	21.85
2016-05-28T13:44:22Z	21.82
2016-05-28T13:47:22Z	21.82
2016-05-28T13:50:22Z	21.85
2016-05-28T13:53:22Z	21.88
2016-05-28T13:56:22Z	21.85
2016-05-28T13:59:22Z	21.91
2016-05-28T14:02:22Z	21.95
2016-05-28T14:05:22Z	21.95
2016-05-28T14:08:24Z	21.97
2016-05-28T14:11:24Z	21.97
2016-05-28T14:14:24Z	22.01
2016-05-28T14:17:24Z	22.01
2016-05-28T14:20:24Z	22.04
2016-05-28T14:23:24Z	22.01
2016-05-28T14:26:24Z	22.04
2016-05-28T14:29:24Z	22.04
2016-05-28T14:32:24Z	22.01
2016-05-28T14:35:24Z	22.01
2016-05-28T14:38:24Z	22.01
2016-05-28T14:41:24Z	22.01
2016-05-28T14:44:24Z	21.97
2016-05-28T14:47:24Z	21.97
2016-05-28T14:50:24Z	21.95
2016-05-28T14:53:24Z	21.91
2016-05-28T14:56:24Z	21.95
2016-05-28T14:59:24Z	21.91
2016-05-28T15:02:24Z	21.91
2016-05-28T15:05:24Z	21.91
2016-05-28T15:08:26Z	21.91
2016-05-28T15:11:26Z	21.85
2016-05-28T15:14:26Z	21.88
2016-05-28T15:17:26Z	21.88
2016-05-28T15:20:26Z	21.88
2016-05-28T15:23:26Z	21.88
2016-05-28T15:26:26Z	21.82
2016-05-28T15:29:26Z	21.85
2016-05-28T15:32:26Z	21.85
2016-05-28T15:35:26Z	21.82
2016-05-28T15:38:26Z	21.85
2016-05-28T15:41:26Z	21.82
2016-05-28T15:44:26Z	21.85
2016-05-28T15:47:26Z	21.82
2016-05-28T15:50:26Z	21.85
2016-05-28T15:53:26Z	21.85
2016-05-28T15:56:26Z	21.85
2016-05-28T15:59:26Z	21.85
2016-05-28T16:02:26Z	21.85
2016-05-28T16:05:26Z	21.85
2016-05-28T16:08:28Z	21.88
2016-05-28T16:11:28Z	21.88
2016-05-28T16:14:28Z	21.91
2016-05-28T16:17:28Z	21.91
2016-05-28T16:20:28Z	21.95
2016-05-28T16:23:28Z	21.95
2016-05-28T16:26:28Z	21.95
2016-05-28T16:29:28Z	21.97
2016-05-28T16:32:28Z	21.95
2016-05-28T16:35:28Z	21.97
2016-05-28T16:38:28Z	21.95
2016-05-28T16:41:28Z	21.95
2016-05-28T16:44:28Z	21.95
2016-05-28T16:47:28Z	21.97
2016-05-28T16:50:28Z	21.97
2016-05-28T16:53:28Z	21.95
2016-05-28T16:56:28Z	21.95
2016-05-28T16:59:28Z	21.97
2016-05-28T17:02:28Z	21.97
2016-05-28T17:05:28Z	21.97
2016-05-28T17:08:30Z	21.95
2016-05-28T17:11:30Z	21.95
2016-05-28T17:14:30Z	21.97
2016-05-28T17:17:30Z	21.91
2016-05-28T17:20:30Z	21.97
2016-05-28T17:23:30Z	21.95
2016-05-28T17:26:30Z	21.97
2016-05-28T17:29:30Z	22.01
2016-05-28T17:32:30Z	21.97
2016-05-28T17:35:30Z	21.97
2016-05-28T17:38:30Z	22.01
2016-05-28T17:41:30Z	21.97
2016-05-28T17:44:30Z	22.01
2016-05-28T17:47:30Z	22.01
2016-05-28T17:50:30Z	22.01
2016-05-28T17:53:30Z	21.97
2016-05-28T17:56:30Z	22.01
2016-05-28T17:59:30Z	22.01
2016-05-28T18:02:30Z	22.01
2016-05-28T18:05:30Z	21.97
2016-05-28T18:08:32Z	21.97
2016-05-28T18:11:32Z	22.01
2016-05-28T18:14:32Z	22.01
2016-05-28T18:17:32Z	21.97
2016-05-28T18:20:32Z	22.01
2016-05-28T18:23:32Z	22.01
2016-05-28T18:26:32Z	22.01
2016-05-28T18:29:32Z	22.01
2016-05-28T18:32:32Z	22.01
2016-05-28T18:35:32Z	22.01
2016-05-28T18:38:32Z	21.97
2016-05-28T18:41:32Z	21.97
2016-05-28T18:44:32Z	21.97
2016-05-28T18:47:32Z	21.97
2016-05-28T18:50:32Z	21.95
2016-05-28T18:53:32Z	21.97
2016-05-28T18:56:32Z	21.97
2016-05-28T18:59:32Z	21.95
2016-05-28T19:02:32Z	21.95
2016-05-28T19:05:32Z	21.91
2016-05-28T19:08:35Z	21.91
2016-05-28T19:11:35Z	21.91
2016-05-28T19:14:35Z	21.91
2016-05-28T19:17:35Z	21.88
2016-05-28T19:20:35Z	21.88
2016-05-28T19:23:35Z	21.88
2016-05-28T19:26:35Z	21.88
2016-05-28T19:29:35Z	21.85
2016-05-28T19:32:35Z	21.85
2016-05-28T19:35:35Z	21.82
2016-05-28T19:38:35Z	21.82
2016-05-28T19:41:35Z	21.82
2016-05-28T19:44:35Z	21.79
2016-05-28T19:47:35Z	21.79
2016-05-28T19:50:35Z	21.73
2016-05-28T19:53:35Z	21.73
2016-05-28T19:56:35Z	21.7
2016-05-28T19:59:35Z	21.66
2016-05-28T20:02:35Z	21.66
2016-05-28T20:05:35Z	21.63
2016-05-28T20:08:38Z	21.6
2016-05-28T20:11:38Z	21.6
2016-05-28T20:14:38Z	21.56
2016-05-28T20:17:38Z	21.55
2016-05-28T20:20:38Z	21.51
2016-05-28T20:23:38Z	21.51
2016-05-28T20:26:38Z	21.47
2016-05-28T20:29:38Z	21.45
2016-05-28T20:32:38Z	21.41
2016-05-28T20:35:38Z	21.41
2016-05-28T20:38:38Z	21.41
2016-05-28T20:41:38Z	21.38
2016-05-28T20:44:38Z	21.38
2016-05-28T20:47:38Z	21.35
2016-05-28T20:50:38Z	21.32
2016-05-28T20:53:38Z	21.32
2016-05-28T20:56:38Z	21.35
2016-05-28T20:59:38Z	21.32
2016-05-28T21:02:38Z	21.28
2016-05-28T21:05:38Z	21.28
2016-05-28T21:08:41Z	21.25
2016-05-28T21:11:41Z	21.25
2016-05-28T21:14:41Z	21.25
2016-05-28T21:17:41Z	21.23
2016-05-28T21:20:41Z	21.23
2016-05-28T21:23:41Z	21.25
2016-05-28T21:26:41Z	21.2
2016-05-28T21:29:41Z	21.23
2016-05-28T21:32:41Z	21.2
2016-05-28T21:35:41Z	21.2
2016-05-28T21:38:41Z	21.2
2016-05-28T21:41:41Z	21.2
2016-05-28T21:44:41Z	21.2
2016-05-28T21:47:41Z	21.16
2016-05-28T21:50:41Z	21.16
2016-05-28T21:53:41Z	21.16
2016-05-28T21:56:41Z	21.16
2016-05-28T21:59:41Z	21.16
2016-05-28T22:02:41Z	21.13
2016-05-28T22:05:41Z	21.16
2016-05-28T22:08:44Z	21.16
2016-05-28T22:11:44Z	21.13
2016-05-28T22:14:44Z	21.16
2016-05-28T22:17:44Z	21.13
2016-05-28T22:20:44Z	21.1
2016-05-28T22:23:44Z	21.13
2016-05-28T22:26:44Z	21.13
2016-05-28T22:29:44Z	21.13
2016-05-28T22:32:44Z	21.1
2016-05-28T22:35:44Z	21.1
2016-05-28T22:38:44Z	21.1
2016-05-28T22:41:44Z	21.13
2016-05-28T22:44:44Z	21.13
2016-05-28T22:47:44Z	21.13
2016-05-28T22:50:44Z	21.16
2016-05-28T22:53:44Z	21.16
2016-05-28T22:56:44Z	21.16
2016-05-28T22:59:44Z	22.4
2016-05-28T23:02:44Z	24.65
2016-05-28T23:05:44Z	26.26
2016-05-28T23:08:48Z	27.39
2016-05-28T23:11:48Z	28.31
2016-05-28T23:14:48Z	29.1
2016-05-28T23:17:48Z	29.8
2016-05-28T23:20:48Z	30.47
2016-05-28T23:23:48Z	31.02
2016-05-28T23:26:48Z	31.5
2016-05-28T23:29:48Z	31.93
2016-05-28T23:32:48Z	32.27
2016-05-28T23:35:48Z	32.6
2016-05-28T23:38:48Z	32.88
2016-05-28T23:41:48Z	33.11
2016-05-28T23:44:48Z	33.2
2016-05-28T23:47:48Z	33.37
2016-05-28T23:50:48Z	33.57
2016-05-28T23:53:48Z	33.48
2016-05-28T23:56:48Z	33.54
2016-05-28T23:59:48Z	33.63
2016-05-29T00:02:48Z	33.69
2016-05-29T00:05:48Z	33.8
2016-05-29T00:08:52Z	33.91
2016-05-29T00:11:52Z	34.03
2016-05-29T00:14:52Z	34.15
2016-05-29T00:17:52Z	33.83
2016-05-29T00:20:52Z	33.83
2016-05-29T00:23:52Z	33.86
2016-05-29T00:26:52Z	33.91
2016-05-29T00:29:52Z	34.0
2016-05-29T00:32:52Z	34.03
2016-05-29T00:35:52Z	34.11
2016-05-29T00:38:52Z	34.17
2016-05-29T00:41:52Z	34.23
2016-05-29T00:44:52Z	34.31
2016-05-29T00:47:52Z	34.41
2016-05-29T00:50:52Z	34.49
2016-05-29T00:53:52Z	34.61
2016-05-29T00:56:52Z	34.69
2016-05-29T00:59:52Z	34.77
2016-05-29T01:02:52Z	34.83
2016-05-29T01:05:52Z	34.51
2016-05-29T01:08:56Z	34.43
2016-05-29T01:11:56Z	34.43
2016-05-29T01:14:56Z	34.41
2016-05-29T01:17:56Z	34.23
2016-05-29T01:20:56Z	34.26
2016-05-29T01:23:56Z	34.29
2016-05-29T01:26:56Z	34.37
2016-05-29T01:29:56Z	34.49
2016-05-29T01:32:56Z	34.61
2016-05-29T01:35:56Z	34.57
2016-05-29T01:38:56Z	34.63
2016-05-29T01:41:56Z	34.35
2016-05-29T01:44:56Z	34.09
2016-05-29T01:47:56Z	33.69
2016-05-29T01:50:56Z	33.46
2016-05-29T01:53:56Z	33.08
2016-05-29T01:56:56Z	33.11
2016-05-29T01:59:56Z	32.91
2016-05-29T02:02:56Z	32.56
2016-05-29T02:05:56Z	32.41
2016-05-29T02:09:00Z	32.4
2016-05-29T02:12:00Z	32.41
2016-05-29T02:15:00Z	32.47
2016-05-29T02:18:00Z	32.4
2016-05-29T02:21:00Z	31.95
2016-05-29T02:24:00Z	31.35
2016-05-29T02:27:00Z	30.7
2016-05-29T02:30:00Z	30.1
2016-05-29T02:33:00Z	29.57
2016-05-29T02:36:00Z	29.07
2016-05-29T02:39:00Z	28.64
2016-05-29T02:42:00Z	28.23
2016-05-29T02:45:00Z	27.86
2016-05-29T02:48:00Z	27.55
2016-05-29T02:51:00Z	27.23
2016-05-29T02:54:00Z	26.99
2016-05-29T02:57:00Z	26.75
2016-05-29T03:00:00Z	26.53
2016-05-29T03:03:00Z	26.36
2016-05-29T03:06:00Z	26.15
2016-05-29T03:09:04Z	25.94
2016-05-29T03:12:04Z	25.81
2016-05-29T03:15:04Z	25.61
2016-05-29T03:18:04Z	25.46
2016-05-29T03:21:04Z	25.3
2016-05-29T03:24:04Z	25.16
2016-05-29T03:27:04Z	25.01
2016-05-29T03:30:04Z	24.92
2016-05-29T03:33:04Z	24.8
2016-05-29T03:36:04Z	24.65
2016-05-29T03:39:04Z	24.55
2016-05-29T03:42:04Z	24.46
2016-05-29T03:45:04Z	25.01
2016-05-29T03:48:04Z	25.96
2016-05-29T03:51:04Z	26.86
2016-05-29T03:54:04Z	28.31
2016-05-29T03:57:04Z	29.27
2016-05-29T04:00:04Z	29.83
2016-05-29T04:03:04Z	30.38
2016-05-29T04:06:04Z	31.9
2016-05-29T04:09:09Z	32.76
2016-05-29T04:12:09Z	33.2
2016-05-29T04:15:09Z	33.54
2016-05-29T04:18:09Z	33.8
2016-05-29T04:21:09Z	34.0
2016-05-29T04:24:09Z	34.17
2016-05-29T04:27:09Z	34.26
2016-05-29T04:30:09Z	34.29
2016-05-29T04:33:09Z	34.41
2016-05-29T04:36:09Z	34.51
2016-05-29T04:39:09Z	34.63
2016-05-29T04:42:09Z	34.75
2016-05-29T04:45:09Z	34.83
2016-05-29T04:48:09Z	34.49
2016-05-29T04:51:09Z	34.41
2016-05-29T04:54:09Z	34.46
2016-05-29T04:57:09Z	34.63
2016-05-29T05:00:09Z	34.67
2016-05-29T05:03:09Z	34.67
2016-05-29T05:06:09Z	34.63
2016-05-29T05:09:14Z	34.57
2016-05-29T05:12:14Z	34.61
2016-05-29T05:15:14Z	34.63
2016-05-29T05:18:14Z	34.15
2016-05-29T05:21:14Z	33.9
2016-05-29T05:24:14Z	34.0
2016-05-29T05:27:14Z	34.11
2016-05-29T05:30:14Z	34.17
2016-05-29T05:33:14Z	34.17
2016-05-29T05:36:14Z	34.23
2016-05-29T05:39:14Z	34.29
2016-05-29T05:42:14Z	34.37
2016-05-29T05:45:14Z	34.46
2016-05-29T05:48:14Z	34.15
2016-05-29T05:51:14Z	34.06
2016-05-29T05:54:14Z	34.11
